curriculum_vocab_id,curriculum_word,curriculum_version,master_word,cefr,freq_rank,freq_grade,meaning_ko,match_type
2757,element,2015,Element,B1,900,고빈도,"요소, 원소",exact
2758,elementary,2015,Elementary,A1,2200,중빈도,"초보의, 기본적인, 초등학교의",exact
2759,elephant,2015,Elephant,A1,1500,고빈도,코끼리,exact
2760,eliminate,2015,Eliminate,B1,2575,중빈도,제거하다,exact
2761,else,2015,Else,A1,700,고빈도,"그 밖에, 다른",exact
2762,embarrass,2015,Embarrass,A2,1800,중빈도,"당황하게 하다, 난처하게 하다",exact
2763,embassy,2015,Embassy,B1,2500,중빈도,대사관,exact
2764,embrace,2015,Embrace,A2,1891,고빈도,"포옹하다, 수용하다",exact
2765,emerge,2015,Emerge,B2,3704,고빈도,나타나다,exact
2766,emergency,2015,Emergency,A2,1200,고빈도,비상사태,exact
2767,emit,2015,Emit,B2,7764,중빈도,방출하다,exact
2768,emotion,2015,Emotion,A2,800,고빈도,감정,exact
2769,emphasis,2015,Emphasis,B1,2000,중빈도,"강조, 중요성",exact
2770,empire,2015,Empire,B1,2800,중빈도,제국,exact
2771,employ,2015,Employ,B1,3113,중빈도,고용하다,exact
2772,empty,2015,Empty,A2,2885,고빈도,비우다,exact
2773,enclose,2015,Enclose,B1,1977,중빈도,"동봉하다, 둘러싸다",exact
2774,encounter,2015,Encounter,B2,3747,중빈도,마주치다,exact
2775,encourage,2015,Encourage,A2,2434,고빈도,격려하다,exact
2776,end,2015,End,A1,7674,고빈도,끝내다,exact
2777,endure,2015,Endure,B1,2099,중빈도,견디다,exact
2778,enemy,2015,Enemy,A1,789,고빈도,"적, 원수",exact
2779,enforce,2015,Enforce,B1,1971,중빈도,시행하다,exact
2780,engage,2015,Engage,B1,3044,중빈도,참여시키다,exact
2781,engine,2015,Engine,A1,823,고빈도,"엔진, 기관",exact
2782,engineer,2015,Engineer,B1,5645,중빈도,설계하다,exact
2783,enhance,2015,Enhance,B2,3601,중빈도,향상시키다,exact
2784,enjoy,2015,Enjoy,A1,2724,고빈도,즐기다,exact
2785,enormous,2015,Enormous,A2,2500,중빈도,"엄청난, 거대한",exact
2786,enough,2015,Enough,A1,200,고빈도,"충분히, 넉넉히",exact
2787,ensure,2015,Ensure,B1,3211,중빈도,보장하다,exact
2788,enter,2015,Enter,A1,2853,고빈도,들어가다,exact
2789,enterprise,2015,Enterprise,B1,3000,중빈도,"기업, 사업, 진취성",exact
2790,entertain,2015,Entertain,A2,6807,고빈도,즐겁게하다,exact
2791,enthusiastic,2015,Enthusiastic,A2,2000,중빈도,"열정적인, 열광적인",exact
2792,entire,2015,Entire,A1,789,고빈도,"전체의, 완전한",exact
2793,entitle,2015,,,,,,none
2794,entry,2015,Entry,A2,900,고빈도,"입장, 참가, 항목",exact
2795,envelope,2015,Envelope,A1,1800,고빈도,봉투,exact
2796,environment,2015,Environment,A2,500,고빈도,환경,exact
2797,envy,2015,Envy,B1,4730,중빈도,부러워하다,exact
2798,episode,2015,Episode,A2,1234,고빈도,"에피소드, 사건",exact
2799,equal,2015,Equal,A2,5628,고빈도,같다,exact
2800,equate,2015,equate,B2,8782,중빈도,"동일시하다, 같다고 보다",exact
2801,equipment,2015,Equipment,A2,1357,고빈도,"장비, 설비",exact
2802,era,2015,Era,B1,1800,중빈도,"시대, 시기",exact
2803,eraser,2015,,,,,,none
2804,erect,2015,Erect,B1,3200,중빈도,"똑바로 선, 세우다",exact
2805,error,2015,Error,A2,800,고빈도,"오류, 실수",exact
2806,escape,2015,Escape,B1,2945,중빈도,탈출하다,exact
2807,escort,2015,Escort,B1,2500,중빈도,"호위, 호송, 에스코트",exact
2808,especially,2015,Especially,A2,400,고빈도,"특히, 특별히",exact
2809,essential,2015,Essential,A2,1539,고빈도,"필수적인, 본질적인",exact
2810,establish,2015,Establish,A2,1550,고빈도,"설립하다, 확립하다",exact
2811,estate,2015,Estate,B1,2500,중빈도,"재산, 사유지",exact
2812,estimate,2015,Estimate,B1,2392,중빈도,추정하다,exact
2813,ethical,2015,Ethical,B1,2800,중빈도,"윤리적인, 도덕적인",exact
2814,ethnic,2015,ethnic,B2,8788,중빈도,"민족의, 인종의",exact
2815,evacuate,2015,,,,,,none
2816,evaluate,2015,Evaluate,B1,2412,중빈도,평가하다,exact
2817,eve,2015,Eve,A1,4800,중빈도,"전날, 이브",exact
2818,even,2015,Even,A2,150,고빈도,"심지어, 훨씬, 평평한",exact
2819,evening,2015,Evening,A1,200,고빈도,저녁,exact
2820,eventually,2015,Eventually,A2,1500,중빈도,"결국, 드디어",exact
2821,ever,2015,Ever,A1,300,고빈도,"이제까지, 지금까지, 언제든지",exact
2822,every,2015,Every,A1,10,고빈도,"모든, 각각의",exact
2823,evident,2015,Evident,B1,2800,중빈도,"분명한, 명백한",exact
2824,evil,2015,Evil,A2,2000,중빈도,"사악한, 나쁜",exact
2825,evolution,2015,Evolution,B1,1792,중빈도,진화,exact
2826,evolve,2015,Evolve,B1,2545,중빈도,진화하다,exact
2827,exact,2015,Exact,A2,1500,중빈도,"정확한, 꼼꼼한",exact
2828,exaggerate,2015,Exaggerate,A2,2500,중빈도,과장하다,exact
2829,examine,2015,Examine,B1,2597,중빈도,조사하다,exact
2830,example,2015,Example,A1,200,고빈도,"예, 사례",exact
2831,exceed,2015,exceed,B2,8790,중빈도,"초과하다, 넘다",exact
2832,excellent,2015,Excellent,A1,300,고빈도,"훌륭한, 뛰어난",exact
2833,except,2015,Except,A2,400,고빈도,"제외하고, ~외에는",exact
2834,excess,2015,Excess,B1,2500,중빈도,"과잉, 초과",exact
2835,exchange,2015,Exchange,A2,2500,고빈도,교환하다,exact
2836,excite,2015,Excite,A2,6805,고빈도,흥분시키다,exact
2837,exclude,2015,Exclude,B1,2578,중빈도,제외하다,exact
2838,exclusive,2015,Exclusive,B1,2800,중빈도,"독점적인, 배타적인",exact
2839,excuse,2015,Excuse,A2,5453,고빈도,용서하다,exact
2840,executive,2015,Executive,B1,1800,중빈도,"경영 간부, 임원; 행정부",exact
2841,exercise,2015,Exercise,A2,3172,고빈도,운동하다,exact
2842,exhaust,2015,Exhaust,B1,3500,중빈도,"지치게 하다, 고갈시키다",exact
2843,exhibit,2015,Exhibit,B1,1723,중빈도,"전시하다, 보이다",exact
2844,exist,2015,Exist,B1,2812,중빈도,존재하다,exact
2845,exit,2015,Exit,A2,2854,고빈도,나가다,exact
2846,exotic,2015,Exotic,A2,2800,중빈도,"이국적인, 외래의",exact
2847,expand,2015,Expand,B1,2533,중빈도,확장하다,exact
2848,expect,2015,Expect,A2,2639,고빈도,기대하다,exact
2849,expense,2015,Expense,A2,1508,고빈도,비용,exact
2850,expensive,2015,Expensive,A1,800,고빈도,비싼,exact
2851,experience,2015,Experience,A2,4717,고빈도,경험하다,exact
2852,experiment,2015,Experiment,B2,3888,고빈도,실험하다,exact
2853,expert,2015,Expert,A2,1200,중빈도,전문가,exact
2854,expertise,2015,Expertise,B1,2800,중빈도,"전문 지식, 전문 기술",exact
2855,explain,2015,Explain,A2,2460,고빈도,설명하다,exact
2856,explicit,2015,explicit,B2,8794,중빈도,"명시적인, 노골적인",exact
2857,explode,2015,Explode,B1,7174,중빈도,폭발하다,exact
2858,explore,2015,Explore,B1,2595,중빈도,탐험하다,exact
2859,export,2015,Export,B2,3907,고빈도,수출하다,exact
2860,expose,2015,Expose,B2,3274,고빈도,노출하다,exact
2861,express,2015,Express,A2,2471,고빈도,표현하다,exact
2862,extend,2015,Extend,B1,3069,중빈도,확장하다,exact
2863,extent,2015,Extent,B1,1800,중빈도,"정도, 범위",exact
2864,external,2015,External,B1,1560,중빈도,"외부의, 바깥의",exact
2865,extinct,2015,Extinct,A2,3800,중빈도,멸종된,exact
2866,extra,2015,Extra,A1,450,고빈도,"추가의, 여분의",exact
2867,extract,2015,Extract,B2,3964,고빈도,추출하다,exact
2868,extraordinary,2015,Extraordinary,B1,1800,중빈도,"비범한, 놀라운",exact
2869,extreme,2015,Extreme,B1,900,고빈도,"극도의, 극심한",exact
2870,eye,2015,Eye,A1,100,고빈도,눈,exact
2871,eyebrow,2015,Eyebrow,A2,2500,중빈도,눈썹,exact
2873,fabric,2015,Fabric,A2,1701,고빈도,"직물, 구조",exact
2874,face,2015,Face,A2,3748,최고빈도,마주하다,exact
2875,facilitate,2015,facilitate,B2,8798,중빈도,"촉진하다, 용이하게 하다",exact
2876,facility,2015,Facility,B1,2500,중빈도,"시설, 설비, 재능, 솜씨",exact
2877,fact,2015,Fact,A2,200,고빈도,"사실, 진실",exact
2878,factor,2015,Factor,B1,800,중빈도,"요인, 요소, 인자",exact
2879,factory,2015,Factory,A1,700,고빈도,공장,exact
2880,faculty,2015,Faculty,B1,1944,중빈도,"능력, 학부",exact
2881,fade,2015,Fade,A2,1754,고빈도,"사라지다, 바래다",exact
2882,fail,2015,Fail,A2,2560,고빈도,실패하다,exact
2883,faint,2015,Faint,A2,2019,고빈도,희미한,exact
2884,fair,2015,Fair,A1,500,고빈도,"공정한, 금발의, 박람회",exact
2885,faith,2015,Faith,A2,1500,중빈도,"믿음, 신념",exact
2886,fall,2015,Fall,A1,2822,최고빈도,떨어지다,exact
2887,false,2015,False,A1,750,고빈도,"거짓의, 틀린",exact
2888,fame,2015,Fame,B1,2800,중빈도,"명성, 평판",exact
2889,familiar,2015,Familiar,A2,900,고빈도,"익숙한, 친숙한",exact
2890,family,2015,Family,A1,50,고빈도,가족,exact
2891,famous,2015,Famous,A1,600,고빈도,유명한,exact
2892,fan,2015,Fan,A1,800,고빈도,"선풍기, 팬",exact
2893,fancy,2015,Fancy,A1,3200,중빈도,"화려한, 고급의",exact
2894,fantastic,2015,Fantastic,A1,800,고빈도,"환상적인, 기막히게 좋은",exact
2895,far,2015,Far,A1,200,고빈도,멀리,exact
2896,fare,2015,Fare,A2,2800,중빈도,"요금, (교통) 요금",exact
2897,farm,2015,Farm,A1,500,고빈도,농장,exact
2898,fascinate,2015,,,,,,none
2899,fast,2015,Fast,A1,654,고빈도,빠른,exact
2900,fasten,2015,Fasten,B1,3389,고빈도,고정하다,exact
2901,fat,2015,Fat,A1,987,고빈도,"뚱뚱한, 지방",exact
2902,fatal,2015,Fatal,B1,1667,중빈도,치명적인,exact
2903,fate,2015,Fate,B1,2345,중빈도,운명,exact
2904,father,2015,Father,A1,150,고빈도,아버지,exact
2905,fault,2015,Fault,A1,1800,중빈도,"잘못, 결점",exact
2906,fear,2015,Fear,A2,3544,고빈도,두려워하다,exact
2907,feature,2015,Feature,B1,750,중빈도,"특징, 특색, 주요 내용",exact
2908,federal,2015,Federal,B1,1800,중빈도,"연방의, 연방 정부의",exact
2909,fee,2015,Fee,A2,2200,중빈도,"요금, 수수료",exact
2910,feed,2015,Feed,A2,4073,최고빈도,먹이다,exact
2911,feel,2015,Feel,A1,2625,고빈도,느끼다,exact
2912,fellow,2015,Fellow,A2,900,중빈도,"동료, 친구, 연구원",exact
2913,female,2015,Female,A1,1000,고빈도,"여성의, 암컷의",exact
2914,ferry,2015,Ferry,A2,2500,중빈도,"나룻배, 연락선",exact
2915,fertile,2015,Fertile,B1,3800,중빈도,"비옥한, 가임의",exact
2916,fever,2015,Fever,A1,800,고빈도,열,exact
2917,few,2015,,,,,,none
2918,field,2015,Field,A1,300,고빈도,"들판, 분야, 경기장",exact
2919,fierce,2015,Fierce,A2,1937,고빈도,사나운,exact
2920,fight,2015,Fight,A2,2807,고빈도,싸우다,exact
2921,figure,2015,Figure,A2,400,고빈도,"모습, 숫자, 인물",exact
2922,file,2015,File,B1,2404,중빈도,정리하다,exact
2923,fill,2015,Fill,A1,2884,고빈도,채우다,exact
2924,filter,2015,Filter,A2,1981,중빈도,걸러내다,exact
2925,final,2015,Final,A1,400,고빈도,"최종의, 마지막의",exact
2926,finance,2015,Finance,B1,900,고빈도,"재정, 재무",exact
2927,find,2015,Find,A1,340,고빈도,"찾다, 발견하다",exact
2928,fine,2015,Fine,B1,6879,중빈도,벌금을 물리다,exact
2929,finger,2015,Finger,A1,700,고빈도,손가락,exact
2930,finish,2015,Finish,A2,2555,고빈도,끝내다,exact
2931,finite,2015,Finite,B1,4500,중빈도,"유한한, 한정된",exact
2932,fire,2015,Fire,A2,2503,고빈도,해고하다,exact
2933,firm,2015,Firm,B1,2000,중빈도,"회사, 기업",exact
2934,fish,2015,Fish,A2,2332,고빈도,낚시하다,exact
2935,fist,2015,Fist,A1,2200,중빈도,주먹,exact
2936,fit,2015,Fit,A1,5255,최고빈도,맞다,exact
2937,fix,2015,Fix,A2,2528,고빈도,고치다,exact
2938,flag,2015,Flag,A1,1200,중빈도,"깃발, 국기",exact
2939,flame,2015,Flame,A1,900,고빈도,불꽃,exact
2940,flash,2015,Flash,A2,3712,고빈도,번쩍이다,exact
1835,flat,2015,Flat,A1,800,고빈도,"평평한, 납작한",exact
2941,flaw,2015,flaw,B2,8803,중빈도,"결함, 흠",exact
2942,flee,2015,Flee,B1,3401,고빈도,도망치다,exact
2943,flesh,2015,Flesh,B1,2300,중빈도,"살, (동물의) 고기",exact
2944,flexible,2015,Flexible,B1,1800,중빈도,"유연한, 융통성 있는",exact
2945,flight,2015,Flight,A1,800,고빈도,"비행, 항공편",exact
2946,flip,2015,Flip,A2,2311,고빈도,뒤집다,exact
2947,float,2015,Float,A1,1676,고빈도,"뜨다, 떠다니다",exact
2948,flock,2015,Flock,A2,2345,중빈도,"떼, 무리; (새, 양 등의) 떼",exact
2949,flood,2015,Flood,B1,3293,고빈도,범람하다,exact
2950,floor,2015,Floor,A1,345,고빈도,바닥; 층,exact
2951,flourish,2015,Flourish,B1,2086,중빈도,번창하다,exact
2952,flow,2015,Flow,A2,3291,고빈도,흐르다,exact
2953,flower,2015,Flower,A1,1520,고빈도,꽃,exact
2954,fluid,2015,Fluid,A2,2345,중빈도,액체,exact
2955,flush,2015,Flush,A2,3000,고빈도,"물로 씻어 내리다, 붉어지다",exact
2956,fly,2015,Fly,A1,2840,고빈도,날다,exact
2957,focus,2015,Focus,B1,2382,중빈도,초점을 맞추다,exact
2958,fog,2015,Fog,A1,789,고빈도,안개,exact
2959,fold,2015,Fold,A2,2289,고빈도,접다,exact
2960,folk,2015,Folk,A2,1234,고빈도,"사람들, 민족",exact
2961,follow,2015,Follow,A1,2850,고빈도,따르다,exact
2962,fond,2015,,,,,,none
2963,food,2015,Food,A1,123,고빈도,음식,exact
2964,fool,2015,Fool,A1,1500,고빈도,"바보, 멍청이",exact
1823,foot,2015,Foot,A1,150,고빈도,발,exact
2965,football,2015,Football,A1,800,고빈도,축구,exact
2966,for,2015,For,A1,12,고빈도,"…을 위하여, … 때문에, … 동안",exact
2967,forbid,2015,Forbid,B2,2942,저빈도,금지하다,exact
2968,force,2015,Force,B1,800,고빈도,"힘, 폭력, 군대",exact
2969,forecast,2015,Forecast,B2,3029,중빈도,예보하다,exact
2970,forehead,2015,Forehead,A1,2000,고빈도,이마,exact
2971,foreign,2015,Foreign,A2,1200,고빈도,외국의,exact
2972,forest,2015,Forest,A1,800,고빈도,숲,exact
2973,forever,2015,Forever,A1,600,고빈도,"영원히, 영구히",exact
2974,forget,2015,Forget,A1,2608,고빈도,잊다,exact
2975,forgive,2015,Forgive,A2,2440,고빈도,용서하다,exact
2976,form,2015,Form,A2,2956,고빈도,형성하다,exact
2977,formal,2015,Formal,A2,1500,중빈도,"공식적인, 정식의, 격식을 차린",exact
2978,format,2015,Format,B2,3843,고빈도,서식지정하다,exact
2979,formation,2015,Formation,B1,2500,중빈도,"형성, 구조, 대형",exact
2980,former,2015,Former,B1,800,고빈도,"이전의, 과거의",exact
2981,formula,2015,Formula,B1,1800,중빈도,"공식, 제조법, 이유식",exact
2982,forth,2015,Forth,A2,3500,중빈도,"앞으로, 밖으로",exact
2983,fortunate,2015,Fortunate,B1,2345,중빈도,"운이 좋은, 다행인",exact
2984,fortune,2015,Fortune,A2,1546,고빈도,"행운, 부(富)",exact
2985,forum,2015,Forum,B1,3457,중빈도,"토론회, 공론장",exact
2986,forward,2015,Forward,B1,3836,고빈도,전달하다,exact
2987,foster,2015,foster,B2,8810,중빈도,"육성하다, 촉진하다",exact
2988,foundation,2015,Foundation,B1,2347,중빈도,"기초, 토대, 재단",exact
2989,fountain,2015,Fountain,A1,2500,중빈도,분수,exact
2990,fox,2015,Fox,A1,1500,중빈도,여우,exact
2991,fraction,2015,Fraction,B1,2050,중빈도,"분수, 일부",exact
2992,frame,2015,Frame,A1,1610,고빈도,"틀, 액자",exact
2993,framework,2015,Framework,B1,1512,중빈도,"틀, 체계",exact
2994,frankly,2015,Frankly,B1,2500,중빈도,"솔직히, 터놓고",exact
2995,free,2015,Free,A2,3791,고빈도,해방하다,exact
2996,freeze,2015,Freeze,A2,3638,고빈도,얼리다,exact
2997,frequent,2015,Frequent,A2,1500,중빈도,"자주 있는, 빈번한",exact
2998,fresh,2015,Fresh,A1,789,고빈도,"신선한, 상쾌한, 새로운",exact
2999,friend,2015,Friend,A1,123,고빈도,친구,exact
3000,fright,2015,Fright,A2,4567,중빈도,"공포, 놀람",exact
3001,frog,2015,Frog,A1,1800,고빈도,개구리,exact
3002,from,2015,From,A1,15,고빈도,"…로부터, …에서",exact
3003,front,2015,front,A2,,,"앞, 앞면",exact
3004,frost,2015,Frost,A1,2900,중빈도,서리,exact
3005,frown,2015,Frown,A2,2085,고빈도,얼굴을 찡그리다,exact
3006,fruit,2015,Fruit,A1,600,고빈도,과일,exact
3007,frustrate,2015,Frustrate,B1,1993,중빈도,좌절시키다,exact
3008,fry,2015,Fry,A2,2765,고빈도,튀기다,exact
3009,fuel,2015,Fuel,A2,1500,중빈도,연료,exact
3010,fulfil,2015,Fulfil,B1,3500,중빈도,"이행하다, 충족시키다",exact
3011,full,2015,Full,A1,200,고빈도,"가득 찬, 배부른",exact
3012,fun,2015,Fun,A1,300,고빈도,"재미, 즐거움",exact
3013,function,2015,Function,B1,3107,중빈도,기능하다,exact
3014,fund,2015,Fund,B1,1200,중빈도,"자금, 기금",exact
3015,fundamental,2015,Fundamental,B1,1800,중빈도,"기본적인, 근본적인",exact
3016,funeral,2015,Funeral,A2,2500,중빈도,장례식,exact
3017,fur,2015,Fur,A1,2800,중빈도,"털, 모피",exact
3018,furious,2015,Furious,A2,3100,중빈도,"격노한, 맹렬한",exact
3019,furnish,2015,Furnish,B1,1954,중빈도,"가구를 들이다, 제공하다",exact
3020,furniture,2015,Furniture,A1,1200,고빈도,가구,exact
3021,furthermore,2015,Furthermore,B1,1200,중빈도,"게다가, 더욱이",exact
3022,fuse,2015,Fuse,B1,3000,중빈도,"퓨즈, 도화선",exact
3023,future,2015,Future,A1,200,고빈도,미래,exact
3025,gain,2015,Gain,A2,1504,고빈도,"얻다, 증가하다",exact
3026,gamble,2015,Gamble,A2,2500,중빈도,도박하다|걸다|모험하다,exact
3027,gang,2015,Gang,A2,1500,중빈도,갱|무리|패거리,exact
3028,gap,2015,Gap,A1,750,고빈도,"틈, 간격, 격차",exact
3029,garage,2015,Garage,A1,1200,고빈도,차고,exact
3030,garden,2015,Garden,A1,500,고빈도,"정원, 뜰",exact
3031,gate,2015,Gate,A1,500,고빈도,"문, 대문",exact
3032,gather,2015,Gather,A2,2925,고빈도,모으다,exact
3033,gaze,2015,Gaze,B2,2689,저빈도,응시하다,exact
3034,gear,2015,Gear,A2,1800,중빈도,"기어, 장비, 복장",exact
3035,gender,2015,Gender,A2,2500,중빈도,성별,exact
3036,gene,2015,Gene,B1,3000,중빈도,유전자,exact
3037,general,2015,General,B1,500,고빈도,"일반적인, 전체적인",exact
3038,generate,2015,Generate,B2,3672,고빈도,생성하다,exact
3039,generation,2015,Generation,B1,1500,중빈도,세대,exact
3040,generous,2015,Generous,A2,1693,고빈도,"관대한, 너그러운",exact
3041,genius,2015,Genius,A2,1890,고빈도,천재,exact
3042,genre,2015,Genre,B1,1756,중빈도,장르,exact
3043,gentle,2015,Gentle,A1,700,고빈도,"온화한, 부드러운",exact
3044,gentleman,2015,Gentleman,A1,800,고빈도,신사,exact
3045,genuine,2015,Genuine,B1,1798,고빈도,"진짜의, 진정한",exact
3046,geography,2015,Geography,A2,1500,중빈도,지리학,exact
3047,geology,2015,Geology,B1,2800,중빈도,지질학,exact
3048,gesture,2015,Gesture,A2,1786,고빈도,"몸짓, 제스처",exact
3049,get,2015,Get,A1,35,고빈도,"얻다, 받다, 이해하다, 도착하다",exact
3050,ghost,2015,Ghost,A1,900,고빈도,유령,exact
3051,giant,2015,Giant,A1,700,고빈도,거인,exact
3052,gift,2015,Gift,A1,500,고빈도,선물; 재능,exact
3053,giraffe,2015,Giraffe,A1,4000,고빈도,기린,exact
3054,girl,2015,Girl,A1,500,고빈도,"소녀, 여자아이",exact
3055,give,2015,Give,A1,345,고빈도,주다,exact
3056,glad,2015,Glad,A1,800,고빈도,"기쁜, 즐거운",exact
3057,glance,2015,Glance,A2,1580,고빈도,"흘긋 보다, 잠깐 보다",exact
3058,glare,2015,Glare,B1,2112,중빈도,노려보다,exact
3059,glass,2015,Glass,A1,200,고빈도,"유리, 잔",exact
3060,glimpse,2015,Glimpse,A2,1730,고빈도,잠깐 봄,exact
3061,global,2015,Global,A2,400,고빈도,"세계적인, 전 세계의",exact
3062,glory,2015,Glory,B1,2000,중빈도,"영광, 영예",exact
3063,glove,2015,Glove,A1,789,고빈도,장갑,exact
3064,glow,2015,Glow,B1,3710,고빈도,빛나다,exact
3065,glue,2015,Glue,A2,2298,고빈도,풀로 붙이다,exact
3066,go,2015,Go,A1,40,고빈도,가다,exact
3067,goal,2015,Goal,A1,350,고빈도,"목표, 골",exact
3068,goat,2015,Goat,A1,1500,고빈도,염소,exact
3069,god,2015,God,A2,700,고빈도,신,exact
3070,gold,2015,Gold,A1,800,고빈도,금,exact
3071,good,2015,Good,A1,50,고빈도,"좋은, 잘하는, 착한",exact
3072,goodbye,2015,Goodbye,A1,400,고빈도,"안녕, 작별",exact
3073,goods,2015,Goods,B1,2500,중빈도,"상품, 물품",exact
3074,gorgeous,2015,Gorgeous,A2,2000,중빈도,"매우 아름다운, 멋진",exact
3075,govern,2015,Govern,B1,3000,중빈도,"통치하다, 다스리다",exact
3076,grab,2015,Grab,A1,1948,고빈도,잡다,exact
3077,grace,2015,Grace,B1,2800,중빈도,"우아함, 은혜",exact
3078,grade,2015,Grade,B1,3866,고빈도,채점하다,exact
3079,gradual,2015,Gradual,B1,3900,중빈도,"점진적인, 서서히",exact
3080,graduate,2015,Graduate,A2,3119,고빈도,졸업하다,exact
3081,grain,2015,Grain,A1,1800,고빈도,"곡물, 알갱이",exact
3082,grand,2015,Grand,A2,1500,중빈도,"웅장한, 멋진",exact
3083,grandfather,2015,Grandfather,A1,800,고빈도,할아버지,exact
3084,grant,2015,Grant,B1,2485,중빈도,허락하다,exact
3085,grape,2015,Grape,A1,900,고빈도,포도,exact
3086,graphic,2015,Graphic,A2,2800,중빈도,"그림의, 생생한",exact
3087,grasp,2015,Grasp,A2,1848,고빈도,"움켜쥐다, 이해하다",exact
3088,grass,2015,Grass,A1,500,고빈도,"잔디, 풀",exact
3089,grateful,2015,Grateful,A2,2200,중빈도,감사하는,exact
3090,grave,2015,Grave,A2,1789,고빈도,무덤,exact
3091,great,2015,Great,A1,150,고빈도,"큰, 위대한, 훌륭한",exact
3092,greed,2015,Greed,B1,3200,중빈도,"탐욕, 욕심",exact
3093,green,2015,Green,A1,700,고빈도,"초록색의, 푸른",exact
3094,greet,2015,Greet,A2,2443,고빈도,인사하다,exact
3095,grief,2015,grief,B2,8824,중빈도,"슬픔, 비탄",exact
3096,grip,2015,Grip,A2,1800,고빈도,"쥐기, 장악",exact
3097,grocery,2015,,,,,,none
3098,gross,2015,Gross,B1,1681,중빈도,"총, 역겨운",exact
3099,ground,2015,Ground,A1,300,고빈도,"땅, 지면",exact
3100,group,2015,Group,A2,3374,고빈도,그룹화하다,exact
3101,grow,2015,Grow,A1,2813,고빈도,자라다,exact
3102,guarantee,2015,Guarantee,B1,3212,중빈도,보증하다,exact
3103,guardian,2015,Guardian,B1,2500,중빈도,"보호자, 후견인",exact
3104,guess,2015,Guess,A1,2633,고빈도,추측하다,exact
3105,guest,2015,Guest,A1,800,고빈도,"손님, 투숙객",exact
3106,guide,2015,Guide,A2,2520,고빈도,안내하다,exact
3107,guideline,2015,Guideline,A2,3000,중빈도,"지침, 가이드라인",exact
3108,guilty,2015,Guilty,A2,2500,중빈도,"유죄의, 죄책감이 드는",exact
3109,gulf,2015,Gulf,B1,2800,중빈도,"만 (지리); (관계의) 큰 차이, 간격",exact
3110,gun,2015,Gun,A2,1500,고빈도,총,exact
3111,guy,2015,Guy,A2,800,고빈도,"남자, 녀석",exact
3113,habit,2015,Habit,A2,1200,중빈도,습관,exact
3114,habitat,2015,habitat,B2,8827,중빈도,서식지,exact
3115,hair,2015,Hair,A1,300,고빈도,"머리카락, 털",exact
3116,half,2015,Half,A1,500,고빈도,"절반, 반",exact
3117,hall,2015,Hall,A1,600,고빈도,"홀, 복도, 강당",exact
3118,halt,2015,Halt,B1,2553,중빈도,정지하다,exact
3119,hammer,2015,Hammer,B1,2294,중빈도,망치로 치다,exact
3120,hand,2015,Hand,A2,5075,고빈도,건네주다,exact
3121,handicap,2015,Handicap,A2,3500,중빈도,장애|불리한 조건,exact
3122,handle,2015,Handle,A2,2569,고빈도,다루다,exact
3123,handsome,2015,Handsome,A1,2500,중빈도,잘생긴,exact
3124,hang,2015,Hang,A2,2883,고빈도,걸다,exact
3125,happen,2015,Happen,A1,2995,고빈도,일어나다,exact
1830,happy,2015,Happy,A1,100,고빈도,"행복한, 기쁜",exact
3126,hard,2015,Hard,A1,200,고빈도,"단단한, 어려운, 힘든",exact
3127,hardly,2015,Hardly,A2,600,중빈도,거의 ~않다,exact
3128,harm,2015,Harm,A2,3621,고빈도,해치다,exact
3129,harsh,2015,Harsh,B1,3000,중빈도,"가혹한, 혹독한",exact
3130,harvest,2015,Harvest,A2,1791,고빈도,수확,exact
3131,haste,2015,Haste,B1,2500,중빈도,"서두름, 급함",exact
3132,hat,2015,Hat,A1,700,고빈도,모자,exact
3133,hate,2015,Hate,A1,2723,고빈도,싫어하다,exact
3134,haunt,2015,Haunt,B1,2089,중빈도,괴롭히다,exact
1821,have,2015,Have,A1,17,고빈도,"가지다, 먹다, 경험하다",exact
3135,hazard,2015,hazard,B2,8831,중빈도,"위험, 유해 요소",exact
3136,he,2015,He,A1,11,고빈도,그는,exact
1836,head,2015,Head,A1,150,고빈도,머리,exact
3137,headache,2015,Headache,A1,1800,고빈도,두통,exact
3138,headquarters,2015,headquarters,B2,8832,중빈도,"본부, 본사",exact
3139,heal,2015,Heal,A2,1773,고빈도,치유하다,exact
3140,health,2015,Health,A1,800,고빈도,건강,exact
3141,hear,2015,Hear,A1,2620,고빈도,듣다,exact
3142,heart,2015,Heart,A1,250,고빈도,"심장, 마음",exact
3143,heat,2015,Heat,A2,3641,고빈도,데우다,exact
3144,heaven,2015,Heaven,A1,800,고빈도,"천국, 하늘",exact
3145,heavy,2015,Heavy,A1,400,고빈도,"무거운, 심한",exact
3146,heel,2015,Heel,A2,2800,중빈도,발꿈치,exact
3147,height,2015,Height,A2,900,고빈도,높이,exact
3148,heir,2015,Heir,B1,3500,중빈도,"상속인, 후계자",exact
3149,helicopter,2015,Helicopter,A1,2500,중빈도,헬리콥터,exact
3150,hell,2015,Hell,B1,2000,중빈도,"지옥, 고통스러운 상황",exact
3151,help,2015,Help,A1,8040,고빈도,돕다,exact
3152,hence,2015,Hence,B1,2500,중빈도,"그러므로, 따라서",exact
3153,here,2015,Here,A1,200,고빈도,여기,exact
3154,heritage,2015,heritage,B2,8834,중빈도,"유산, 전통",exact
