standard_id,standard_id_norm,curriculum_version,grade_band,grade_level,subject_code,subject_name_ko,domain_code,domain_name_ko,standard_text_ko,standard_text_en,cognitive_level,cefr_alignment,communication_function,grammar_elements,text_type,topic_tags,target_vocab_level,source_document,source_page,effective_date,verification_status,last_verified,notes
[9영04-03],2015_9영04_03,2015,middle,1-3,2015_ENG_M,영어,W,쓰기,"일상생활에 관한 그림, 사진, 또는 도표 등을 설명하는 문장을 쓸 수 있다.",,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영04-04],2015_9영04_04,2015,middle,1-3,2015_ENG_M,영어,W,쓰기,개인 생활의 경험이나 계획에 대해 문장을 쓸 수 있다.,,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영04-05],2015_9영04_05,2015,middle,1-3,2015_ENG_M,영어,W,쓰기,"자신이나 주변 사람, 일상생활에 관해 짧고 간단한 글을 쓸 수 있다.",,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영04-06],2015_9영04_06,2015,middle,1-3,2015_ENG_M,영어,W,쓰기,"간단한 초대, 감사, 축하, 위로, 일기, 편지 등의 글을 쓸 수 있다.",,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영01-01],2015_10영01_01,2015,high,고1,2015_ENG,영어,L,듣기,친숙한 일반적 주제에 관한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영01-02],2015_10영01_02,2015,high,고1,2015_ENG,영어,L,듣기,친숙한 일반적 주제에 관한 말이나 대화를 듣고 주제 및 요지를 파악할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영01-03],2015_10영01_03,2015,high,고1,2015_ENG,영어,L,듣기,친숙한 일반적 주제에 관한 말이나 대화를 듣고 내용의 논리적 관계를 파악할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영01-04],2015_10영01_04,2015,high,고1,2015_ENG,영어,L,듣기,친숙한 일반적 주제에 관한 말이나 대화를 듣고 화자의 의도나 말의 목적을 파악할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영01-05],2015_10영01_05,2015,high,고1,2015_ENG,영어,L,듣기,친숙한 일반적 주제에 관한 말이나 대화를 듣고 화자의 심정이나 태도를 추론할 수 있다.,,analyze,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영02-01],2015_10영02_01,2015,high,고1,2015_ENG,영어,S,말하기,일상생활이나 친숙한 일반적 주제에 관하여 듣거나 읽고 세부 정보를 설명할 수 있다.,,apply,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영02-02],2015_10영02_02,2015,high,고1,2015_ENG,영어,S,말하기,일상생활이나 친숙한 일반적 주제에 관하여 듣거나 읽고 중심 내용을 말할 수 있다.,,apply,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영02-03],2015_10영02_03,2015,high,고1,2015_ENG,영어,S,말하기,일상생활이나 친숙한 일반적 주제에 관해 자신의 의견이나 감정을 표현할 수 있다.,,apply,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영02-04],2015_10영02_04,2015,high,고1,2015_ENG,영어,S,말하기,일상생활이나 친숙한 일반적 주제에 관한 정보를 묻고 답할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영03-01],2015_10영03_01,2015,high,고1,2015_ENG,영어,R,읽기,친숙한 일반적 주제에 관한 글을 읽고 세부 정보를 파악할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영03-02],2015_10영03_02,2015,high,고1,2015_ENG,영어,R,읽기,친숙한 일반적 주제에 관한 글을 읽고 주제 및 요지를 파악할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영03-03],2015_10영03_03,2015,high,고1,2015_ENG,영어,R,읽기,친숙한 일반적 주제에 관한 글을 읽고 내용의 논리적 관계를 파악할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영03-04],2015_10영03_04,2015,high,고1,2015_ENG,영어,R,읽기,친숙한 일반적 주제에 관한 글을 읽고 필자의 의도나 글의 목적을 파악할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영03-05],2015_10영03_05,2015,high,고1,2015_ENG,영어,R,읽기,친숙한 일반적 주제에 관한 글을 읽고 필자의 심정이나 태도를 추론할 수 있다.,,analyze,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영03-06],2015_10영03_06,2015,high,고1,2015_ENG,영어,R,읽기,친숙한 일반적 주제에 관한 글을 읽고 함축적 의미를 추론할 수 있다.,,analyze,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영04-01],2015_10영04_01,2015,high,고1,2015_ENG,영어,W,쓰기,일상생활이나 친숙한 일반적 주제에 관하여 듣거나 읽고 세부 정보를 기록할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영04-02],2015_10영04_02,2015,high,고1,2015_ENG,영어,W,쓰기,일상생활이나 친숙한 일반적 주제에 관하여 듣거나 읽고 간단하게 요약할 수 있다.,,understand,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영04-03],2015_10영04_03,2015,high,고1,2015_ENG,영어,W,쓰기,일상생활이나 친숙한 일반적 주제에 관해 자신의 의견이나 감정을 쓸 수 있다.,,apply,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영04-04],2015_10영04_04,2015,high,고1,2015_ENG,영어,W,쓰기,주변의 대상이나 상황을 묘사하는 글을 쓸 수 있다.,,apply,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영04-05],2015_10영04_05,2015,high,고1,2015_ENG,영어,W,쓰기,"간단한 서식, 이메일, 메모 등을 작성할 수 있다.",,apply,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[10영04-06],2015_10영04_06,2015,high,고1,2015_ENG,영어,W,쓰기,"일상생활이나 친숙한 일반적 주제에 관한 그림, 도표 등을 설명하는 글을 쓸 수 있다.",,apply,B1,,,,,2800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회01-01],2015_12영회01_01,2015,high,고2-3,2015_ENG_CONV,영어회화,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회01-02],2015_12영회01_02,2015,high,고2-3,2015_ENG_CONV,영어회화,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 주제 및 요지를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회01-03],2015_12영회01_03,2015,high,고2-3,2015_ENG_CONV,영어회화,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 내용의 논리적 관계를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회01-04],2015_12영회01_04,2015,high,고2-3,2015_ENG_CONV,영어회화,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 화자의 의도나 말의 목적을 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회01-05],2015_12영회01_05,2015,high,고2-3,2015_ENG_CONV,영어회화,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 화자의 심정이나 태도를 추론할 수 있다.,,analyze,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회02-01],2015_12영회02_01,2015,high,고2-3,2015_ENG_CONV,영어회화,S,말하기,일상생활이나 친숙한 일반적 주제에 관하여 듣거나 읽고 세부 정보를 설명할 수 있다.,,apply,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회02-02],2015_12영회02_02,2015,high,고2-3,2015_ENG_CONV,영어회화,S,말하기,일상생활이나 친숙한 일반적 주제에 관하여 자료를 요약하여 발표할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회02-03],2015_12영회02_03,2015,high,고2-3,2015_ENG_CONV,영어회화,S,말하기,일상생활이나 친숙한 일반적 주제에 관해 자신의 의견이나 감정을 표현할 수 있다.,,apply,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회02-04],2015_12영회02_04,2015,high,고2-3,2015_ENG_CONV,영어회화,S,말하기,일상생활이나 친숙한 일반적 주제에 관한 정보를 묻고 답할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영회02-05],2015_12영회02_05,2015,high,고2-3,2015_ENG_CONV,영어회화,S,말하기,"일상생활이나 친숙한 일반적 주제에 관해 그림, 도표 등을 활용하여 의사소통할 수 있다.",,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ01-01],2015_12영101_01,2015,high,고2-3,2015_ENG1,영어I,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ01-02],2015_12영101_02,2015,high,고2-3,2015_ENG1,영어I,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 주제 및 요지를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ01-03],2015_12영101_03,2015,high,고2-3,2015_ENG1,영어I,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 내용의 논리적 관계를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ01-04],2015_12영101_04,2015,high,고2-3,2015_ENG1,영어I,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 화자의 의도나 말의 목적을 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ01-05],2015_12영101_05,2015,high,고2-3,2015_ENG1,영어I,L,듣기,일반적 주제에 관한 말이나 대화를 듣고 화자의 심정이나 태도를 추론할 수 있다.,,analyze,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ02-01],2015_12영102_01,2015,high,고2-3,2015_ENG1,영어I,S,말하기,친숙한 일반적 주제에 관하여 듣거나 읽고 세부 정보를 설명할 수 있다.,,apply,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ02-02],2015_12영102_02,2015,high,고2-3,2015_ENG1,영어I,S,말하기,친숙한 일반적 주제에 관하여 듣거나 읽고 중심 내용을 말할 수 있다.,,apply,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ02-03],2015_12영102_03,2015,high,고2-3,2015_ENG1,영어I,S,말하기,친숙한 일반적 주제에 관해 자신의 의견이나 감정을 표현할 수 있다.,,apply,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ02-04],2015_12영102_04,2015,high,고2-3,2015_ENG1,영어I,S,말하기,친숙한 일반적 주제에 관한 정보를 묻고 답할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ02-05],2015_12영102_05,2015,high,고2-3,2015_ENG1,영어I,S,말하기,"친숙한 일반적 주제에 관해 그림, 도표, 도식 등을 활용하여 의사소통 할 수 있다.",,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ03-01],2015_12영103_01,2015,high,고2-3,2015_ENG1,영어I,R,읽기,일반적 주제에 관한 글을 읽고 세부 정보를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ03-02],2015_12영103_02,2015,high,고2-3,2015_ENG1,영어I,R,읽기,일반적 주제에 관한 글을 읽고 주제 및 요지를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ03-03],2015_12영103_03,2015,high,고2-3,2015_ENG1,영어I,R,읽기,일반적 주제에 관한 글을 읽고 내용의 논리적 관계를 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ03-04],2015_12영103_04,2015,high,고2-3,2015_ENG1,영어I,R,읽기,일반적 주제에 관한 글을 읽고 필자의 의도나 글의 목적을 파악할 수 있다.,,understand,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ03-05],2015_12영103_05,2015,high,고2-3,2015_ENG1,영어I,R,읽기,일반적 주제에 관한 글을 읽고 필자의 심정이나 태도를 추론할 수 있다.,,analyze,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅰ03-06],2015_12영103_06,2015,high,고2-3,2015_ENG1,영어I,R,읽기,일반적 주제에 관한 글을 읽고 함축적 의미를 추론할 수 있다.,,analyze,B1,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독03-01],2015_12영독03_01,2015,high,고2-3,2015_ENG_RW,영어독해와작문,R,읽기,비교적 다양한 주제에 관한 글을 읽고 세부 정보를 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독03-02],2015_12영독03_02,2015,high,고2-3,2015_ENG_RW,영어독해와작문,R,읽기,비교적 다양한 주제에 관한 글을 읽고 주제 및 요지를 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독03-03],2015_12영독03_03,2015,high,고2-3,2015_ENG_RW,영어독해와작문,R,읽기,비교적 다양한 주제에 관한 글을 읽고 내용의 논리적 관계를 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독03-04],2015_12영독03_04,2015,high,고2-3,2015_ENG_RW,영어독해와작문,R,읽기,비교적 다양한 주제에 관한 글을 읽고 필자의 의도나 글의 목적을 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독03-05],2015_12영독03_05,2015,high,고2-3,2015_ENG_RW,영어독해와작문,R,읽기,비교적 다양한 주제에 관한 글을 읽고 필자의 심정이나 태도를 추론할 수 있다.,,analyze,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독03-06],2015_12영독03_06,2015,high,고2-3,2015_ENG_RW,영어독해와작문,R,읽기,비교적 다양한 주제에 관한 글을 읽고 함축적 의미를 추론할 수 있다.,,analyze,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독04-01],2015_12영독04_01,2015,high,고2-3,2015_ENG_RW,영어독해와작문,W,쓰기,일반적 주제에 관하여 듣거나 읽고 세부 정보를 기록할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독04-02],2015_12영독04_02,2015,high,고2-3,2015_ENG_RW,영어독해와작문,W,쓰기,일반적 주제에 관하여 듣거나 읽고 간단하게 요약할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독04-03],2015_12영독04_03,2015,high,고2-3,2015_ENG_RW,영어독해와작문,W,쓰기,일반적 주제에 관해 자신의 의견이나 감정을 쓸 수 있다.,,apply,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독04-04],2015_12영독04_04,2015,high,고2-3,2015_ENG_RW,영어독해와작문,W,쓰기,"학업과 관련된 서식, 이메일, 메모 등을 작성할 수 있다.",,apply,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독04-05],2015_12영독04_05,2015,high,고2-3,2015_ENG_RW,영어독해와작문,W,쓰기,미래의 계획이나 진로 등에 관하여 글을 쓸 수 있다.,,apply,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영독04-06],2015_12영독04_06,2015,high,고2-3,2015_ENG_RW,영어독해와작문,W,쓰기,"일반적 주제에 관한 그림, 도표 등을 설명하는 글을 쓸 수 있다.",,apply,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ01-01],2015_12영201_01,2015,high,고2-3,2015_ENG2,영어II,L,듣기,다양한 주제에 관한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ01-02],2015_12영201_02,2015,high,고2-3,2015_ENG2,영어II,L,듣기,다양한 주제에 관한 말이나 대화를 듣고 주제 및 요지를 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ01-03],2015_12영201_03,2015,high,고2-3,2015_ENG2,영어II,L,듣기,다양한 주제에 관한 말이나 대화를 듣고 내용의 논리적 관계를 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ01-04],2015_12영201_04,2015,high,고2-3,2015_ENG2,영어II,L,듣기,다양한 주제에 관한 말이나 대화를 듣고 화자의 의도나 말의 목적을 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ01-05],2015_12영201_05,2015,high,고2-3,2015_ENG2,영어II,L,듣기,다양한 주제에 관한 말이나 대화를 듣고 화자의 심정이나 태도를 추론할 수 있다.,,analyze,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ02-01],2015_12영202_01,2015,high,고2-3,2015_ENG2,영어II,S,말하기,비교적 다양한 주제에 관하여 듣거나 읽고 세부 정보를 설명할 수 있다.,,apply,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ02-02],2015_12영202_02,2015,high,고2-3,2015_ENG2,영어II,S,말하기,비교적 다양한 주제에 관하여 듣거나 읽고 중심 내용을 말할 수 있다.,,apply,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ02-03],2015_12영202_03,2015,high,고2-3,2015_ENG2,영어II,S,말하기,비교적 다양한 주제에 관해 자신의 의견이나 감정을 표현할 수 있다.,,apply,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ02-04],2015_12영202_04,2015,high,고2-3,2015_ENG2,영어II,S,말하기,비교적 다양한 주제에 관하여 상황과 목적에 맞는 의사소통 전략을 사용하여 묻고 답할 수 있다.,,analyze,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ02-05],2015_12영202_05,2015,high,고2-3,2015_ENG2,영어II,S,말하기,"비교적 다양한 주제에 관해 그림, 도표, 도식 등을 활용하여 의사소통 할 수 있다.",,analyze,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ03-01],2015_12영203_01,2015,high,고2-3,2015_ENG2,영어II,R,읽기,다양한 주제에 관한 글을 읽고 세부 정보를 파악할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[12영Ⅱ03-02],2015_12영203_02,2015,high,고2-3,2015_ENG2,영어II,R,읽기,다양한 주제에 관한 글을 읽고 주제 및 요지를 파악 할 수 있다.,,understand,B2,,,,,3500+,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
